id	query	expected_cuis	why	disallowed_cuis
paragraph_01	Patient with heart failure with reduced ejection fraction reported worsening orthopnea and leg edema after missing several doses of furosemide. Exam showed bibasilar crackles, and echocardiogram demonstrated reduced ejection fraction.	C0018801|C3839346|NEW3560835	Heart failure/HFrEF paragraph should retrieve core heart failure concepts and local bibasilar crackles.
paragraph_02	Computed tomography angiography showed acute pulmonary embolism with right heart strain. The patient was started on apixaban after venous duplex ultrasound confirmed acute deep vein thrombosis.	C0034065|C2882221|NEW3009171|C0149871	PE paragraph includes PE, acute PE, right heart strain, and DVT as valid central concepts.
paragraph_03	A patient with poorly controlled type 2 diabetes mellitus presented with foot ulcer drainage and exposed bone. Foot MRI was concerning for diabetic foot osteomyelitis, and bone biopsy was planned before narrowing antibiotics.	NEW1692186|NEW1037705|NEW8007735|C1456868	Diabetic foot paragraph should retrieve local poorly controlled T2DM, diabetic foot osteomyelitis, exposed bone, and ulcer concepts.
paragraph_04	Electroencephalogram captured epileptiform discharges during evaluation for generalized tonic clonic seizure. Levetiracetam was started, and seizure precautions were continued because of persistent postictal confusion.	NEW6052703|C0494475|C0751053	Seizure paragraph should retrieve tonic-clonic seizure, postictal confusion, and local epileptiform discharges.
paragraph_05	The patient had heat intolerance, fine tremor, and a suppressed TSH with elevated free thyroxine. Endocrinology recommended methimazole and thyroid uptake scan for suspected thyrotoxicosis.	C0040156|NEW0984835|C0312452|C0025644	Thyrotoxicosis paragraph contains disease, lab finding, hormone result, and treatment concepts.
paragraph_06	A patient with plaque psoriasis had erythematous plaques on extensor surfaces with silvery scale. Joint pain raised concern for psoriatic arthritis, although no joint erosion was seen on the initial radiograph.	C0406317|C0003872|NEW4386596|NEW9797321	Psoriasis paragraph should retrieve psoriasis, psoriatic arthritis, and local scale/erosion concepts.
paragraph_07	Coronary angiography demonstrated critical coronary stenosis after non ST elevation myocardial infarction. Heparin infusion was continued until percutaneous coronary intervention, and the team monitored for recurrent ischemia.	C4255010|C0085532|C1532338|NEW8955984	NSTEMI paragraph should prefer NSTEMI over STEMI and retrieve coronary angiography, PCI, and recurrent ischemia.
paragraph_08	The patient denied pleuritic chest pain, but computed tomography angiography later showed segmental pulmonary embolus. There was no evidence of right heart strain on echocardiogram.	C1536105|C0034065	Denied-symptom paragraph should retrieve CTA/PE while demoting denied right heart strain; wording does not require acute PE.
paragraph_09	Researchers used hemoglobin A1c and medication exposure to identify poorly controlled type 2 diabetes mellitus in electronic health records. Elevated albumin creatinine ratio was associated with progressive renal disease during follow up.	NEW1692186|C0019018|C0486293|C0022658	Research paragraph should retrieve local poorly controlled T2DM plus A1c, albumin/creatinine ratio, and renal disease.
paragraph_10	A procedure note documented ultrasound guided venous access for central venous catheter placement. The right internal jugular central line was placed using sterile technique, and the team monitored for line associated infection.	C1145640|C0398275|C0501117	Procedure paragraph should retrieve central venous catheter/device, insertion, and right internal jugular vein concepts.
paragraph_11	Brain MRI showed acute infarct in the right MCA territory after sudden left sided weakness and facial droop. Aspirin and statin were started, but persistent neurologic deficit remained at discharge.	C0521654|C0333548|NEW8060753|C0427055	Stroke paragraph should retrieve neurologic deficit, acute infarct, persistent neurologic deficit, and facial paresis/weakness concepts.
paragraph_12	The cohort study compared patients receiving vancomycin for diabetic foot osteomyelitis with patients treated for soft tissue infection alone. Exposed bone and positive bone biopsy were associated with higher amputation risk.	NEW1037705|NEW8007735|C0149778|C0005933	Cohort paragraph should retrieve diabetic foot osteomyelitis, exposed bone, soft tissue infection, and bone biopsy concepts.
paragraph_13	Emergency department evaluation showed fever, dysuria, and flank pain. Urinalysis had nitrites and pyuria, urine culture grew Escherichia coli, and ceftriaxone was given for acute pyelonephritis.	C0520575|C2098283|C0430404|C0014834|C0007561|C0013428	Urinary infection paragraph should retrieve acute pyelonephritis, urine culture/E. coli result, urine culture, Escherichia coli, ceftriaxone, and dysuria.
paragraph_14	Postoperative patient developed hypoxia with bibasilar infiltrates on chest radiograph. Sputum culture and elevated procalcitonin supported bacterial pneumonia, and oxygen therapy plus ceftriaxone were started.	C0004626|C0523174|C1535922|C0007561|C0242184	Pneumonia paragraph should retrieve bacterial pneumonia, sputum culture, procalcitonin measurement, ceftriaxone, and hypoxia.
paragraph_15	The oncology note described invasive ductal breast carcinoma with estrogen receptor positive disease. She received lumpectomy followed by adjuvant radiation therapy and tamoxifen.	C0678222|C1412014|C0279754|C1522449|C0039286|C0851238	Breast oncology paragraph should retrieve carcinoma, invasive ductal carcinoma, estrogen receptor positivity, radiation therapy, tamoxifen, and lumpectomy.
paragraph_16	Rheumatology evaluated morning stiffness and symmetric MCP swelling. Positive rheumatoid factor and anti cyclic citrullinated peptide antibodies supported rheumatoid arthritis, and methotrexate was started.	C0003873|C0035448|C1525410|C0025677	Rheumatology paragraph should retrieve rheumatoid arthritis, rheumatoid factor, anti-CCP antibody, and methotrexate.
paragraph_17	He presented with hematemesis and melena after heavy NSAID use. Endoscopy found a bleeding gastric ulcer, and pantoprazole infusion was started before transfusion.	C0038358|C0018926|C0025222|C0079304|C0081876|C0086252	GI bleeding paragraph should retrieve gastric ulcer, hematemesis, melena, endoscopy, pantoprazole, and transfusion concepts.
paragraph_18	After total knee arthroplasty, calf swelling and elevated D-dimer prompted venous duplex ultrasound. Acute deep vein thrombosis was treated with apixaban, and pulmonary embolism symptoms were reviewed.	C0149871|NEW4840890|C0034065|C0742969|C0086511|C0242845	Postoperative VTE paragraph should retrieve DVT, acute DVT, PE, elevated D-dimer, knee arthroplasty, and venous duplex ultrasound.	C0030768|C0206488|C1709941|C3846076|C0541653|C0206176|C0730229|C5418818
paragraph_19	An ICU patient with septic shock required norepinephrine, broad spectrum antibiotics, and lactate monitoring. Blood cultures later grew methicillin resistant Staphylococcus aureus.	C0036983|C0028351|C0003232|C0200949|C1265292|C0202115	Septic shock paragraph should retrieve shock, norepinephrine, antibiotics, blood culture, MRSA, and lactate.
paragraph_20	A child with wheezing and increased work of breathing had asthma exacerbation triggered by rhinovirus. Albuterol nebulizers, systemic corticosteroids, and pulse oximetry monitoring were ordered.	C0349790|C0004096|C0043144|C0035473|C0001927|C0034108|C0001617	Asthma paragraph should retrieve asthma exacerbation, asthma, wheezing, rhinovirus, albuterol, pulse oximetry, and corticosteroids.
paragraph_21	After intravenous contrast exposure, creatinine increased from baseline and urine output declined. Nephrology diagnosed acute kidney injury, reviewed urinalysis with granular casts, and recommended isotonic fluids while holding lisinopril.	C2609414|C0042014|C4072741|C0232856|C0151578|C0065374	Contrast-associated kidney paragraph should retrieve AKI, urinalysis, IV contrast, urine output, creatinine increase, and lisinopril.	C0030768|C0206488|C1709941|C3846076|C0541653|C0206176|C0730229|C5418818
paragraph_22	Electrocardiogram showed ST elevation in the inferior leads with elevated troponin. Emergent coronary angiography found right coronary artery occlusion, and percutaneous coronary intervention with stent placement was performed.	C0085532|C1532338|C6066600|C0520886|C1290385|C2348535	Acute coronary paragraph should retrieve coronary angiography, PCI, elevated troponin, ST elevation, right coronary occlusion, and stenting.
paragraph_23	A pregnant patient at 34 weeks developed severe hypertension, headache, and proteinuria. Obstetrics diagnosed preeclampsia with severe features and started magnesium sulfate before induction of labor.	C0032914|C0024480|C0259787|C4013784|C0033687|C0018681	Preeclampsia paragraph should retrieve preeclampsia, magnesium sulfate, labor induction, severe hypertension, proteinuria, and headache.
paragraph_24	The patient had microcytic anemia with low ferritin and positive fecal occult blood testing. Colonoscopy found a bleeding colon mass, and packed red blood cell transfusion was ordered.	C5194182|C0201811|C0199962|C0860972|C0009378|C0009375	GI blood-loss anemia paragraph should retrieve microcytic anemia, fecal occult blood testing, packed RBC transfusion, low ferritin, colonoscopy, and colon neoplasm/mass.
paragraph_25	A patient with chronic hepatitis C had elevated transaminases and thrombocytopenia. Liver ultrasound showed cirrhosis with ascites, and hepatology started spironolactone for volume management.	C0524910|C0023890|C0438717|C0003962|C0412534|C0037982|C0040034	Hepatology paragraph should retrieve chronic hepatitis C, cirrhosis, elevated transaminases, ascites, liver ultrasound, spironolactone, and thrombocytopenia.
paragraph_26	Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	C0392201|C4523945|C4728082|C0021641|C0017725|C0683369	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.	C0030768|C0206488|C1709941|C3846076|C0541653|C0206176|C0730229|C5418818
paragraph_27	A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	C0085437|C0151315|C0037943|C0151857|C0860801|C0015967|C0085636|C0007561|C0042313	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_28	The oncology trial enrolled patients with EGFR mutated non small cell lung cancer. Osimertinib improved progression free survival compared with platinum chemotherapy in participants with brain metastases.	C0007131|C1414313|C4058811|C0242792|C0032207|C0220650	Oncology trial paragraph should retrieve NSCLC, EGFR gene, osimertinib, progression-free survival, platinum, and brain metastases.
paragraph_29	A patient with obstructive sleep apnea reported daytime somnolence and loud snoring. Polysomnography showed an elevated apnea hypopnea index, and continuous positive airway pressure was prescribed.	C0520679|C0199451|C2111846|C2219850|C2219848|C0162701	Sleep medicine paragraph should retrieve OSA, CPAP, apnea-hypopnea index, loud snoring, daytime somnolence, and polysomnography.
paragraph_30	The patient developed urinary retention after spinal anesthesia. Bladder scan showed 800 mL post void residual, and a Foley catheter was inserted before starting tamsulosin.	C5700171|C0002928|C0179804|C1096192|C0257343|C0429774	Urology paragraph should retrieve urinary retention, spinal anesthesia, Foley catheter, bladder scan, tamsulosin, and residual urine volume.
paragraph_31	A child with fever and barking cough had inspiratory stridor on exam. Neck radiograph suggested croup, and dexamethasone plus nebulized epinephrine were administered.	C4049282|C0234866|C0677600|C0011777|C0205758|C1306645|C0015967	Pediatric croup paragraph should retrieve croup, barking cough, inspiratory stridor, dexamethasone, epinephrine/racepinephrine, radiograph, and fever.
paragraph_32	The transplant recipient developed rising creatinine and decreased tacrolimus trough levels after missed doses. Kidney biopsy showed acute cellular rejection, and high dose methylprednisolone was started.	C0877453|C1407119|C5149388|C0194073|C0025815|C0201975|C0085149	Transplant paragraph should retrieve acute cellular rejection, transplant recipient/present, tacrolimus trough, kidney biopsy, methylprednisolone, creatinine measurement, and tacrolimus.
paragraph_33	A patient with chronic obstructive pulmonary disease had worsening dyspnea and wheezing after a viral illness. Spirometry history confirmed obstruction, oxygen saturation measurement was low, and prednisone plus azithromycin were prescribed for COPD exacerbation.	C0024117|C0740304|C0013404|C0037981|C0523807|C0032952|C0052796	COPD paragraph should retrieve COPD, COPD exacerbation, dyspnea, spirometry, oxygen saturation measurement, prednisone, and azithromycin.
paragraph_34	The patient had atrial fibrillation with rapid ventricular response. Metoprolol was given for rate control, warfarin was adjusted after an elevated INR, echocardiography was ordered, and cardioversion was discussed.	C0004238|C0025859|C0043031|C0525032|C0013516|C0013778	Atrial fibrillation paragraph should retrieve atrial fibrillation, metoprolol, warfarin, INR, echocardiography, and cardioversion.
paragraph_35	A patient with recurrent migraine reported photophobia, nausea, and unilateral headache. Computed tomography of head was negative, and sumatriptan relieved the acute attack.	C0149931|C0085636|C0027497|C0202691|C0075632	Migraine paragraph should retrieve migraine, photophobia, nausea, head CT, and sumatriptan.
paragraph_36	Behavioral health evaluated major depressive disorder with insomnia and suicidal ideation. The patient completed a PHQ-9 questionnaire, started sertraline, and arranged close outpatient follow up.	C1269683|C0917801|C5942421|C1718209|C0074393	Depression paragraph should retrieve major depressive disorder, insomnia, suicidal ideation, PHQ-9, and sertraline.
paragraph_37	A hospitalized patient developed alcohol withdrawal syndrome with tremor, seizure, and hallucinations concerning for delirium tremens. Lorazepam was administered, and thiamine was ordered before glucose-containing fluids.	C0236663|C0040822|C0036572|C0001957|C0024002|C0039840	Alcohol withdrawal paragraph should retrieve alcohol withdrawal, tremor, seizure, delirium tremens, lorazepam, and thiamine.
paragraph_38	Emergency responders found opioid overdose after fentanyl use with coma and respiratory depression. Naloxone improved ventilation, and the patient was monitored for recurrent sedation.	C0579142|C0015846|C0009421|C0235063|C0027358	Opioid overdose paragraph should retrieve opioid overdose, fentanyl, coma, respiratory depression, and naloxone.
paragraph_39	An adolescent with diabetic ketoacidosis had high blood glucose, serum ketones, metabolic acidosis, and low potassium after vomiting. Insulin infusion and potassium replacement were started in the intensive care unit.	C0011880|C0392201|C0202110|C0220981|C0032821|C0021641	DKA paragraph should retrieve diabetic ketoacidosis, blood glucose measurement, ketones, metabolic acidosis, potassium, and insulin.
paragraph_40	Electrocardiogram showed peaked T waves during severe hyperkalemia. Calcium gluconate and sodium zirconium cyclosilicate were given, and nephrology arranged hemodialysis.	C1623258|C0020461|C0006699|C4045824|C0019004	Hyperkalemia paragraph should retrieve electrocardiogram, hyperkalemia, calcium gluconate, sodium zirconium cyclosilicate, and hemodialysis.
paragraph_41	The patient developed hyponatremia from syndrome of inappropriate antidiuretic hormone secretion and then had seizures. Sodium was monitored every four hours, and fluid restriction was ordered.	C0020625|C0021141|C0036572|C0037473|C0204700	Hyponatremia paragraph should retrieve hyponatremia, SIADH, seizures, sodium, and fluid restriction.
paragraph_42	Primary care diagnosed hypothyroidism after fatigue, elevated thyroid stimulating hormone, and low free thyroxine. Levothyroxine was started with repeat TSH testing planned.	C0020676|C0015672|C0202230|C0312452|C0040165	Hypothyroidism paragraph should retrieve hypothyroidism, fatigue, TSH testing, free thyroxine, and levothyroxine.
paragraph_43	After a bee sting, the patient developed anaphylaxis with urticaria, angioedema, and wheezing. Intramuscular epinephrine was administered before transfer to the emergency department.	C0002792|C0042109|C0002994|C0043144|C0014563	Anaphylaxis paragraph should retrieve anaphylaxis, urticaria, angioedema, wheezing, and epinephrine.
paragraph_44	An inpatient with bacterial pneumonia developed sepsis and hypotension. Blood culture was collected, procalcitonin measurement was elevated, and empiric vancomycin plus cefepime were started.	C0004626|C0243026|C0200949|C1535922|C0042313|C0055003	Sepsis pneumonia paragraph should retrieve bacterial pneumonia, sepsis, blood culture, procalcitonin measurement, vancomycin, and cefepime.
paragraph_45	Exam showed lower leg cellulitis with a fluctuant abscess. Ultrasonography confirmed a fluid collection, incision and drainage was performed, and cephalexin was prescribed after discharge.	C0007642|C0000833|C0041618|C0152277|C0007716	Cellulitis paragraph should retrieve cellulitis, abscess, ultrasonography, incision and drainage, and cephalexin without surfacing confirmation-status findings.	C0750484|C0205420
paragraph_46	Surgery evaluated right lower quadrant pain with fever and leukocytosis. Computed tomography of abdomen showed appendicitis, and laparoscopic appendectomy was scheduled.	C0694551|C0750426|C0412620|C0003615|C0003611	Appendicitis paragraph should retrieve right lower quadrant pain, leukocytosis, abdominal CT, appendicitis, and appendectomy.
paragraph_47	A patient had right upper quadrant pain, fever, gallstones, and elevated bilirubin. Ultrasound supported acute cholecystitis, and cholecystectomy was planned.	C0235299|C0008350|C0005437|C0149520|C0008320	Cholecystitis paragraph should retrieve right upper quadrant pain, gallstones, bilirubin, acute cholecystitis, and cholecystectomy.
paragraph_48	Heavy alcohol use preceded acute pancreatitis with severe abdominal pain and elevated lipase. The team diagnosed alcohol use disorder and started aggressive hydration and analgesia.	C0001956|C0001339|C0000737|C0373670	Pancreatitis paragraph should retrieve alcohol use disorder, acute pancreatitis, abdominal pain, and lipase testing.
paragraph_49	Gastroenterology saw gastroesophageal reflux disease with dysphagia despite omeprazole. Endoscopy showed Barrett esophagus, and long-term acid suppression was recommended.	C0017168|C0011168|C0028978|C0014245|C0004763	GERD paragraph should retrieve GERD, dysphagia, omeprazole, endoscopy, and Barrett esophagus.
paragraph_50	A patient with Crohn disease developed diarrhea and perianal fistula. Colonoscopy showed active ileitis, and infliximab infusion was restarted.	C0010346|C0011991|C0016169|C0009378|C0666743	Crohn paragraph should retrieve Crohn disease, diarrhea, fistula, colonoscopy, and infliximab.
paragraph_51	Rheumatology followed systemic lupus erythematosus with new proteinuria. Kidney biopsy confirmed lupus nephritis, and hydroxychloroquine was continued.	C0024141|C0033687|C0194073|C0024143|C0020336	Lupus nephritis paragraph should retrieve SLE, proteinuria, kidney biopsy, lupus nephritis, and hydroxychloroquine.
paragraph_52	The patient had podagra with swollen first metatarsophalangeal joint and elevated uric acid. Colchicine treated the acute gout flare, and allopurinol was restarted later.	C0221168|C0202239|C0009262|C0018099|C0002144	Gout paragraph should retrieve podagra, uric acid testing, colchicine, gout, and allopurinol.
paragraph_53	Dual-energy X-ray absorptiometry showed osteoporosis after a vertebral compression fracture. Alendronate and vitamin D were recommended.	C1510486|C0029456|C0521169|C0102118|C0042866	Osteoporosis paragraph should retrieve DEXA, osteoporosis, compression fracture, alendronate, and vitamin D.
paragraph_54	After a fall, an older adult had femoral neck fracture and delirium. Orthopedics performed open reduction internal fixation for the hip fracture.	C0085639|C0015806|C0011206|C1297885|C0019557	Hip fracture paragraph should retrieve fall, femoral neck fracture, delirium, ORIF, and hip fracture.
paragraph_55	Neurology evaluated Alzheimer disease with progressive memory loss and dementia. The Mini-Mental State Examination score declined, and donepezil was started.	C0002395|C0751295|C0497327|C0451306|C0527316	Alzheimer paragraph should retrieve Alzheimer disease, memory loss, dementia, MMSE, and donepezil.
paragraph_56	Clinic documented Parkinson disease with resting tremor, bradykinesia, and gait disturbance. Levodopa dose was increased because freezing episodes worsened.	C0030567|C0040822|C0233565|C0575081|C0023570	Parkinson paragraph should retrieve Parkinson disease, tremor, bradykinesia, gait disturbance, and levodopa.
paragraph_57	A patient with multiple sclerosis developed optic neuritis and paresthesia. Magnetic resonance imaging showed new demyelinating lesions, and methylprednisolone was given.	C0026769|C0029134|C0030554|C0024485|C0025815	Multiple sclerosis paragraph should retrieve MS, optic neuritis, paresthesia, MRI, and methylprednisolone.
paragraph_58	The HIV infection visit reviewed viral load, CD4 lymphocyte count, and adherence to tenofovir. Low CD4 count raised concern for Pneumocystis jirovecii pneumonia prophylaxis.	C0019693|C0376705|C0243009|C0384228|C1535939	HIV paragraph should retrieve HIV infection, viral load, CD4 lymphocyte count, tenofovir, and Pneumocystis jirovecii pneumonia.	C0030768|C0206488|C1709941|C3846076|C0541653|C0206176|C0730229|C5418818
paragraph_59	A patient with tuberculosis had hemoptysis and an abnormal chest X-ray. Isoniazid and rifampin were started while public health arranged directly observed therapy.	C0041296|C0019079|C0039985|C0022209|C0035608	Tuberculosis paragraph should retrieve tuberculosis, hemoptysis, chest X-ray, isoniazid, and rifampin.
paragraph_60	Polymerase chain reaction confirmed COVID-19 in a patient with hypoxia. Dexamethasone and remdesivir were started because oxygen requirement increased.	C0200931|C5203670|C0242184|C0011777|C4726677	COVID paragraph should retrieve PCR, COVID-19, hypoxia, dexamethasone, and remdesivir.
paragraph_61	During influenza season, the patient developed fever, cough, myalgia, and a positive rapid test. Oseltamivir was prescribed because symptoms began yesterday.	C0021400|C0015967|C0010200|C0231528|C0874161	Influenza paragraph should retrieve influenza, fever, cough, myalgia, and oseltamivir.
paragraph_62	A hiker had tick bite followed by erythema migrans and facial palsy. Lyme disease was diagnosed, and doxycycline was prescribed.	C0241407|C0014740|C0015469|C0024198|C0013090	Lyme paragraph should retrieve tick bite, erythema migrans, facial palsy, Lyme disease, and doxycycline.
paragraph_63	Urethritis testing was positive for gonorrhea and chlamydia infection. Ceftriaxone was administered in clinic, and azithromycin was prescribed for partner treatment.	C0041976|C0018081|C0008149|C0007561|C0052796	STI paragraph should retrieve urethritis, gonorrhea, chlamydia infection, ceftriaxone, and azithromycin.
paragraph_64	Gynecology diagnosed pelvic inflammatory disease after pelvic pain and adnexal tenderness. Doxycycline was started, and ultrasound was ordered to exclude tubo-ovarian abscess.	C0242172|C0030794|C0238594|C0013090|C0041343	PID paragraph should retrieve pelvic inflammatory disease, pelvic pain, adnexal tenderness, doxycycline, and tubo-ovarian abscess.
paragraph_65	Urology evaluated benign prostatic hyperplasia with urinary frequency and high post void residual urine volume. Tamsulosin was started, and prostate-specific antigen testing was reviewed.	C1704272|C0042023|C0429774|C0257343|C0138741	BPH paragraph should retrieve BPH, urinary frequency, residual urine volume, tamsulosin, and PSA.	C0030768|C0206488|C1709941|C3846076|C0541653|C0206176|C0730229|C5418818
paragraph_66	A patient with vaginal bleeding and pelvic pain had rising beta-human chorionic gonadotropin without intrauterine pregnancy on pelvic ultrasound. Ectopic pregnancy was treated with methotrexate.	C0578503|C0030794|C0106132|C0948766|C0032987|C0025677	Ectopic pregnancy paragraph should retrieve vaginal bleeding, pelvic pain, beta-hCG, pelvic ultrasound, ectopic pregnancy, and methotrexate.
paragraph_67	Ophthalmology followed diabetic retinopathy with reduced visual acuity and macular edema. Retinal examination showed neovascularization, and laser photocoagulation was performed.	C0011884|C0042812|C0271051|C3640037|C0441510	Diabetic retinopathy paragraph should retrieve diabetic retinopathy, visual acuity, macular edema, retinal examination, and laser photocoagulation.
paragraph_68	An eye clinic visit found glaucoma with elevated intraocular pressure and optic nerve cupping. Timolol drops were prescribed, and visual field test was scheduled.	C0017601|C0430888|C3805910|C0040233|C0042825	Glaucoma paragraph should retrieve glaucoma, intraocular pressure, optic nerve cupping, timolol, and visual field test.
paragraph_69	The patient had cataract with blurred vision despite new glasses. Phacoemulsification cataract extraction with intraocular lens implantation was performed.	C0086543|C0344232|C0282545|C0007389|C0023311	Cataract paragraph should retrieve cataract, blurred vision, phacoemulsification, cataract extraction, and intraocular lens implantation.
paragraph_70	A child with fever and ear pain had a bulging tympanic membrane. Otitis media was diagnosed, and amoxicillin was prescribed.	C0015967|C0013456|C0041445|C0029882|C0002645	Otitis media paragraph should retrieve fever, ear pain, tympanic membrane, otitis media, and amoxicillin.
paragraph_71	The patient had sinusitis with nasal congestion, rhinorrhea, and facial pain for two weeks. Amoxicillin clavulanate was prescribed after conservative therapy failed.	C0037199|C0027424|C1260880|C0015468|C0054066	Sinusitis paragraph should retrieve sinusitis, nasal congestion, rhinorrhea, facial pain, and amoxicillin-clavulanate.
paragraph_72	Pulmonary hypertension caused progressive dyspnea with tricuspid regurgitation on echocardiography. Right heart catheterization confirmed elevated pressures, and sildenafil was started.	C0020542|C0013404|C0040961|C0189896|C0529793	Pulmonary hypertension paragraph should retrieve pulmonary hypertension, dyspnea, tricuspid regurgitation, right heart catheterization, and sildenafil.
paragraph_73	Echocardiography showed severe aortic valve stenosis in a patient with syncope and systolic murmur. Cardiology recommended aortic valve replacement.	C0013516|C0003507|C0039070|C0232257|C0003506	Aortic stenosis paragraph should retrieve echocardiography, aortic valve stenosis, syncope, systolic murmur, and aortic valve replacement.
paragraph_74	Fever and a new murmur raised concern for endocarditis. Blood culture grew Staphylococcus aureus, transesophageal echocardiography showed vegetation, and vancomycin was started.	C0015967|C0014118|C0200949|C0206054|C1285498|C0042313	Endocarditis paragraph should retrieve fever, endocarditis, blood culture, transesophageal echocardiography, vegetation, and vancomycin.
paragraph_75	Nephrolithiasis caused flank pain and hematuria, and computed tomography showed an obstructing ureteral stone. Tamsulosin was given while urology considered ureteral stent placement.	C0392525|C0016199|C0018965|C0257343|C0183518	Nephrolithiasis paragraph should retrieve nephrolithiasis, flank pain, hematuria, tamsulosin, and ureteral stent.
paragraph_76	Endocrinology evaluated thyroid nodule with normal thyroid stimulating hormone. Thyroid ultrasound showed suspicious features, so fine needle aspiration biopsy was performed.	C0040137|C0202230|C0877525|C1510483	Thyroid nodule paragraph should retrieve thyroid nodule, TSH testing, thyroid ultrasound, and fine needle aspiration biopsy.
paragraph_77	Adrenal insufficiency from Addison disease caused hypotension and hyperkalemia. Stress-dose hydrocortisone was administered before discharge teaching.	C0001623|C0001403|C0020649|C0020461|C0020268	Adrenal insufficiency paragraph should retrieve adrenal insufficiency, Addison disease, hypotension, hyperkalemia, and hydrocortisone.
paragraph_78	Celiac disease caused chronic diarrhea and weight loss with positive tissue transglutaminase antibody. A gluten-free diet improved symptoms.	C0007570|C0011991|C1718999|C0344351	Celiac paragraph should retrieve celiac disease, diarrhea, tissue transglutaminase antibody, and gluten-free diet.
paragraph_79	The patient had vitamin B12 deficiency with paresthesia and elevated methylmalonic acid. Cyanocobalamin injections were started.	C0042847|C0030554|C0025787|C0042845	B12 deficiency paragraph should retrieve vitamin B12 deficiency, paresthesia, methylmalonic acid, and cyanocobalamin.
paragraph_80	Sickle cell anemia caused vaso-occlusive crisis with severe pain. Hydroxyurea was continued after discharge.	C0002895|C0750151|C0030193|C0020402	Sickle cell paragraph should retrieve sickle cell anemia, vaso-occlusive crisis, pain, and hydroxyurea.
paragraph_81	After an intentional acetaminophen overdose, the patient had nausea, rising transaminases, and concern for acute liver failure. Toxicology started acetylcysteine and monitored the acetaminophen level.	C0572025|C0000970|C0162557|C0001047	Toxicology paragraph should retrieve acetaminophen overdose, acetaminophen, acute liver failure, and acetylcysteine.
paragraph_82	A term newborn developed neonatal jaundice with rising bilirubin and hyperbilirubinemia neonatal on the second day of life. Phototherapy was started, and bilirubin measurement was repeated overnight.	C0022353|C0005437|C0857007|C0031765|C0344395	Neonatology paragraph should retrieve neonatal jaundice, bilirubin, neonatal hyperbilirubinemia, phototherapy, and bilirubin measurement.
paragraph_83	A dental abscess caused facial swelling and severe tooth pain. Dentistry performed incision and drainage, and amoxicillin clavulanate was prescribed.	C0518988|C0152277|C0054066	Dental paragraph should retrieve dental abscess, incision and drainage, and amoxicillin clavulanate.
paragraph_84	A scald injury caused a partial thickness second degree burn on the forearm. The wound was dressed with silver sulfadiazine, and tetanus vaccine status was updated.	C0006434|C0332687|C0037134|C0039620	Burn paragraph should retrieve burn injury, second degree burn, silver sulfadiazine, and tetanus vaccine.
paragraph_85	Dermatology evaluated an irregular pigmented lesion, and skin biopsy showed cutaneous melanoma. Sentinel lymph node biopsy was planned before pembrolizumab treatment.	C0151779|C0150866|C0796693|C3658706	Melanoma paragraph should retrieve cutaneous melanoma, skin biopsy, sentinel lymph node biopsy, and pembrolizumab.
paragraph_86	Hematology diagnosed acute myeloid leukemia after pancytopenia and circulating blasts. Bone marrow biopsy was performed, and induction chemotherapy with cytarabine was started.	C0023467|C0005954|C0010711	Hematologic oncology paragraph should retrieve acute myeloid leukemia, bone marrow biopsy, and cytarabine.
